,league,team,overall,attack,midfield,defence,transfer_budget,players,fifa_edition,update
11175,GER-Bundesliga,DSC Arminia Bielefeld,72,72,71,72,€2.3M,25,FIFA 22,"Jan 11, 2022"
11176,GER-Bundesliga,VfL Bochum 1848,72,69,71,71,€3.3M,31,FIFA 22,"Jan 11, 2022"
11177,GER-Bundesliga,SpVgg Greuther Fürth,71,71,70,72,€1.9M,32,FIFA 22,"Jan 11, 2022"
11178,GER-Bundesliga,FC Bayern München,84,92,85,82,€100M,32,FIFA 22,"Jan 13, 2022"
11179,GER-Bundesliga,Borussia Dortmund,81,83,81,81,€60M,33,FIFA 22,"Jan 13, 2022"
11180,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,33,FIFA 22,"Jan 13, 2022"
11181,GER-Bundesliga,Bayer 04 Leverkusen,79,81,79,76,€39M,29,FIFA 22,"Jan 13, 2022"
11182,GER-Bundesliga,Borussia Mönchengladbach,78,79,77,79,€25M,33,FIFA 22,"Jan 13, 2022"
11183,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,32,FIFA 22,"Jan 13, 2022"
11184,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,31,FIFA 22,"Jan 13, 2022"
11185,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,33,FIFA 22,"Jan 13, 2022"
11186,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Jan 13, 2022"
11187,GER-Bundesliga,Hertha BSC,75,75,75,74,€60M,33,FIFA 22,"Jan 13, 2022"
11188,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,29,FIFA 22,"Jan 13, 2022"
11189,GER-Bundesliga,VfB Stuttgart,74,73,74,74,€20M,33,FIFA 22,"Jan 13, 2022"
11190,GER-Bundesliga,FC Union Berlin,74,76,73,73,€6.5M,30,FIFA 22,"Jan 13, 2022"
11191,GER-Bundesliga,FC Augsburg,74,72,75,74,€9.5M,33,FIFA 22,"Jan 13, 2022"
11192,GER-Bundesliga,FSV Mainz 05,74,74,74,75,€9.2M,32,FIFA 22,"Jan 13, 2022"
11193,GER-Bundesliga,DSC Arminia Bielefeld,72,72,72,72,€2.3M,26,FIFA 22,"Jan 13, 2022"
11194,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,31,FIFA 22,"Jan 13, 2022"
11195,GER-Bundesliga,SpVgg Greuther Fürth,71,71,69,71,€1.9M,30,FIFA 22,"Jan 13, 2022"
11196,GER-Bundesliga,FC Bayern München,84,92,85,82,€100M,32,FIFA 22,"Jan 18, 2022"
11197,GER-Bundesliga,Borussia Dortmund,81,83,81,81,€60M,33,FIFA 22,"Jan 18, 2022"
11198,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,33,FIFA 22,"Jan 18, 2022"
11199,GER-Bundesliga,Bayer 04 Leverkusen,79,81,79,76,€39M,29,FIFA 22,"Jan 18, 2022"
11200,GER-Bundesliga,Borussia Mönchengladbach,78,79,77,79,€25M,33,FIFA 22,"Jan 18, 2022"
11201,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,32,FIFA 22,"Jan 18, 2022"
11202,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,31,FIFA 22,"Jan 18, 2022"
11203,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,33,FIFA 22,"Jan 18, 2022"
11204,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Jan 18, 2022"
11205,GER-Bundesliga,Hertha BSC,75,75,75,74,€60M,33,FIFA 22,"Jan 18, 2022"
11206,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,29,FIFA 22,"Jan 18, 2022"
11207,GER-Bundesliga,VfB Stuttgart,74,73,74,74,€20M,33,FIFA 22,"Jan 18, 2022"
11208,GER-Bundesliga,FC Union Berlin,74,76,73,73,€6.5M,30,FIFA 22,"Jan 18, 2022"
11209,GER-Bundesliga,FC Augsburg,74,72,75,74,€9.5M,33,FIFA 22,"Jan 18, 2022"
11210,GER-Bundesliga,FSV Mainz 05,74,74,74,75,€9.2M,32,FIFA 22,"Jan 18, 2022"
11211,GER-Bundesliga,DSC Arminia Bielefeld,72,72,72,72,€2.3M,26,FIFA 22,"Jan 18, 2022"
11212,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,31,FIFA 22,"Jan 18, 2022"
11213,GER-Bundesliga,SpVgg Greuther Fürth,71,71,69,71,€1.9M,30,FIFA 22,"Jan 18, 2022"
11214,GER-Bundesliga,FC Bayern München,84,92,85,82,€100M,32,FIFA 22,"Jan 21, 2022"
11215,GER-Bundesliga,Borussia Dortmund,81,83,81,81,€60M,33,FIFA 22,"Jan 21, 2022"
11216,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,33,FIFA 22,"Jan 21, 2022"
11217,GER-Bundesliga,Bayer 04 Leverkusen,79,81,79,76,€39M,30,FIFA 22,"Jan 21, 2022"
11218,GER-Bundesliga,Borussia Mönchengladbach,78,79,77,79,€25M,33,FIFA 22,"Jan 21, 2022"
11219,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,29,FIFA 22,"Jan 21, 2022"
11220,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,31,FIFA 22,"Jan 21, 2022"
11221,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,32,FIFA 22,"Jan 21, 2022"
11222,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Jan 21, 2022"
11223,GER-Bundesliga,Hertha BSC,75,75,75,74,€60M,33,FIFA 22,"Jan 21, 2022"
11224,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,27,FIFA 22,"Jan 21, 2022"
11225,GER-Bundesliga,VfB Stuttgart,74,73,74,74,€20M,33,FIFA 22,"Jan 21, 2022"
11226,GER-Bundesliga,FC Union Berlin,74,76,73,73,€6.5M,29,FIFA 22,"Jan 21, 2022"
11227,GER-Bundesliga,FC Augsburg,74,72,75,74,€9.5M,33,FIFA 22,"Jan 21, 2022"
11228,GER-Bundesliga,FSV Mainz 05,74,75,74,75,€9.2M,32,FIFA 22,"Jan 21, 2022"
11229,GER-Bundesliga,DSC Arminia Bielefeld,72,72,72,72,€2.3M,26,FIFA 22,"Jan 21, 2022"
11230,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,31,FIFA 22,"Jan 21, 2022"
11231,GER-Bundesliga,SpVgg Greuther Fürth,71,71,69,71,€1.9M,30,FIFA 22,"Jan 21, 2022"
11232,GER-Bundesliga,FC Bayern München,84,92,85,82,€100M,32,FIFA 22,"Jan 24, 2022"
11233,GER-Bundesliga,Borussia Dortmund,81,83,81,81,€60M,33,FIFA 22,"Jan 24, 2022"
11234,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,33,FIFA 22,"Jan 24, 2022"
11235,GER-Bundesliga,Bayer 04 Leverkusen,79,81,79,76,€39M,30,FIFA 22,"Jan 24, 2022"
11236,GER-Bundesliga,Borussia Mönchengladbach,78,79,77,79,€25M,33,FIFA 22,"Jan 24, 2022"
11237,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,29,FIFA 22,"Jan 24, 2022"
11238,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,31,FIFA 22,"Jan 24, 2022"
11239,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,32,FIFA 22,"Jan 24, 2022"
11240,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Jan 24, 2022"
11241,GER-Bundesliga,Hertha BSC,75,75,75,74,€60M,33,FIFA 22,"Jan 24, 2022"
11242,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,27,FIFA 22,"Jan 24, 2022"
11243,GER-Bundesliga,VfB Stuttgart,74,73,74,74,€20M,33,FIFA 22,"Jan 24, 2022"
11244,GER-Bundesliga,FC Union Berlin,74,76,73,73,€6.5M,29,FIFA 22,"Jan 24, 2022"
11245,GER-Bundesliga,FC Augsburg,74,72,75,74,€9.5M,33,FIFA 22,"Jan 24, 2022"
11246,GER-Bundesliga,FSV Mainz 05,74,75,74,75,€9.2M,32,FIFA 22,"Jan 24, 2022"
11247,GER-Bundesliga,DSC Arminia Bielefeld,72,72,72,72,€2.3M,26,FIFA 22,"Jan 24, 2022"
11248,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,31,FIFA 22,"Jan 24, 2022"
11249,GER-Bundesliga,SpVgg Greuther Fürth,71,71,69,71,€1.9M,30,FIFA 22,"Jan 24, 2022"
11250,GER-Bundesliga,FC Bayern München,84,92,85,82,€100M,32,FIFA 22,"Jan 27, 2022"
11251,GER-Bundesliga,Borussia Dortmund,81,84,81,81,€60M,32,FIFA 22,"Jan 27, 2022"
11252,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,33,FIFA 22,"Jan 27, 2022"
11253,GER-Bundesliga,Bayer 04 Leverkusen,79,81,79,76,€39M,29,FIFA 22,"Jan 27, 2022"
11254,GER-Bundesliga,Borussia Mönchengladbach,78,79,77,79,€25M,33,FIFA 22,"Jan 27, 2022"
11255,GER-Bundesliga,VfL Wolfsburg,78,75,78,77,€40M,29,FIFA 22,"Jan 27, 2022"
11256,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,32,FIFA 22,"Jan 27, 2022"
11257,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,33,FIFA 22,"Jan 27, 2022"
11258,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Jan 27, 2022"
11259,GER-Bundesliga,Hertha BSC,75,75,75,75,€60M,33,FIFA 22,"Jan 27, 2022"
11260,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,28,FIFA 22,"Jan 27, 2022"
11261,GER-Bundesliga,FC Union Berlin,74,76,73,73,€6.5M,29,FIFA 22,"Jan 27, 2022"
11262,GER-Bundesliga,FC Augsburg,74,71,74,74,€9.5M,33,FIFA 22,"Jan 27, 2022"
11263,GER-Bundesliga,FSV Mainz 05,74,75,74,75,€9.2M,32,FIFA 22,"Jan 27, 2022"
11264,GER-Bundesliga,VfB Stuttgart,73,73,74,72,€20M,33,FIFA 22,"Jan 27, 2022"
11265,GER-Bundesliga,DSC Arminia Bielefeld,72,72,72,72,€2.3M,27,FIFA 22,"Jan 27, 2022"
11266,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,30,FIFA 22,"Jan 27, 2022"
11267,GER-Bundesliga,SpVgg Greuther Fürth,71,71,69,71,€1.9M,29,FIFA 22,"Jan 27, 2022"
11268,GER-Bundesliga,FC Bayern München,84,92,85,82,€100M,32,FIFA 22,"Feb 1, 2022"
11269,GER-Bundesliga,Borussia Dortmund,81,84,81,81,€60M,32,FIFA 22,"Feb 1, 2022"
11270,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,33,FIFA 22,"Feb 1, 2022"
11271,GER-Bundesliga,Bayer 04 Leverkusen,79,81,79,76,€39M,29,FIFA 22,"Feb 1, 2022"
11272,GER-Bundesliga,Borussia Mönchengladbach,78,79,77,79,€25M,33,FIFA 22,"Feb 1, 2022"
11273,GER-Bundesliga,VfL Wolfsburg,78,75,78,77,€40M,29,FIFA 22,"Feb 1, 2022"
11274,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,32,FIFA 22,"Feb 1, 2022"
11275,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,33,FIFA 22,"Feb 1, 2022"
11276,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Feb 1, 2022"
11277,GER-Bundesliga,Hertha BSC,75,75,75,75,€60M,33,FIFA 22,"Feb 1, 2022"
11278,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,28,FIFA 22,"Feb 1, 2022"
11279,GER-Bundesliga,FC Union Berlin,74,76,73,73,€6.5M,29,FIFA 22,"Feb 1, 2022"
11280,GER-Bundesliga,FC Augsburg,74,71,74,74,€9.5M,33,FIFA 22,"Feb 1, 2022"
11281,GER-Bundesliga,FSV Mainz 05,74,75,74,75,€9.2M,32,FIFA 22,"Feb 1, 2022"
11282,GER-Bundesliga,VfB Stuttgart,73,73,74,72,€20M,33,FIFA 22,"Feb 1, 2022"
11283,GER-Bundesliga,DSC Arminia Bielefeld,72,72,72,72,€2.3M,27,FIFA 22,"Feb 1, 2022"
11284,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,30,FIFA 22,"Feb 1, 2022"
11285,GER-Bundesliga,SpVgg Greuther Fürth,71,71,69,71,€1.9M,29,FIFA 22,"Feb 1, 2022"
11286,GER-Bundesliga,FC Bayern München,84,92,84,82,€100M,31,FIFA 22,"Feb 3, 2022"
11287,GER-Bundesliga,Borussia Dortmund,81,84,81,81,€60M,32,FIFA 22,"Feb 3, 2022"
11288,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,31,FIFA 22,"Feb 3, 2022"
11289,GER-Bundesliga,Bayer 04 Leverkusen,79,81,79,76,€39M,29,FIFA 22,"Feb 3, 2022"
11290,GER-Bundesliga,Borussia Mönchengladbach,78,79,76,79,€25M,33,FIFA 22,"Feb 3, 2022"
11291,GER-Bundesliga,VfL Wolfsburg,78,74,78,77,€40M,29,FIFA 22,"Feb 3, 2022"
11292,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,33,FIFA 22,"Feb 3, 2022"
11293,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,32,FIFA 22,"Feb 3, 2022"
11294,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Feb 3, 2022"
11295,GER-Bundesliga,Hertha BSC,75,75,75,75,€60M,33,FIFA 22,"Feb 3, 2022"
11296,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,29,FIFA 22,"Feb 3, 2022"
11297,GER-Bundesliga,VfB Stuttgart,74,73,74,73,€20M,33,FIFA 22,"Feb 3, 2022"
11298,GER-Bundesliga,FC Augsburg,74,71,74,74,€9.5M,33,FIFA 22,"Feb 3, 2022"
11299,GER-Bundesliga,FSV Mainz 05,74,75,74,75,€9.2M,32,FIFA 22,"Feb 3, 2022"
11300,GER-Bundesliga,FC Union Berlin,73,73,73,73,€6.5M,27,FIFA 22,"Feb 3, 2022"
11301,GER-Bundesliga,DSC Arminia Bielefeld,72,72,72,72,€2.3M,27,FIFA 22,"Feb 3, 2022"
11302,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,29,FIFA 22,"Feb 3, 2022"
11303,GER-Bundesliga,SpVgg Greuther Fürth,71,71,70,71,€1.9M,28,FIFA 22,"Feb 3, 2022"
11304,GER-Bundesliga,FC Bayern München,84,92,84,82,€100M,31,FIFA 22,"Feb 7, 2022"
11305,GER-Bundesliga,Borussia Dortmund,81,84,81,81,€60M,32,FIFA 22,"Feb 7, 2022"
11306,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,31,FIFA 22,"Feb 7, 2022"
11307,GER-Bundesliga,Bayer 04 Leverkusen,79,81,79,76,€39M,29,FIFA 22,"Feb 7, 2022"
11308,GER-Bundesliga,Borussia Mönchengladbach,78,79,76,79,€25M,33,FIFA 22,"Feb 7, 2022"
11309,GER-Bundesliga,VfL Wolfsburg,78,74,78,77,€40M,29,FIFA 22,"Feb 7, 2022"
11310,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,33,FIFA 22,"Feb 7, 2022"
11311,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,32,FIFA 22,"Feb 7, 2022"
11312,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Feb 7, 2022"
11313,GER-Bundesliga,Hertha BSC,75,75,75,75,€60M,33,FIFA 22,"Feb 7, 2022"
11314,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,29,FIFA 22,"Feb 7, 2022"
11315,GER-Bundesliga,VfB Stuttgart,74,73,74,73,€20M,33,FIFA 22,"Feb 7, 2022"
11316,GER-Bundesliga,FC Augsburg,74,71,74,74,€9.5M,33,FIFA 22,"Feb 7, 2022"
11317,GER-Bundesliga,FSV Mainz 05,74,75,74,75,€9.2M,32,FIFA 22,"Feb 7, 2022"
11318,GER-Bundesliga,FC Union Berlin,73,73,73,73,€6.5M,27,FIFA 22,"Feb 7, 2022"
11319,GER-Bundesliga,DSC Arminia Bielefeld,72,72,72,72,€2.3M,27,FIFA 22,"Feb 7, 2022"
11320,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,29,FIFA 22,"Feb 7, 2022"
11321,GER-Bundesliga,SpVgg Greuther Fürth,71,71,70,71,€1.9M,28,FIFA 22,"Feb 7, 2022"
11322,GER-Bundesliga,FC Bayern München,84,92,84,82,€100M,30,FIFA 22,"Feb 10, 2022"
11323,GER-Bundesliga,Borussia Dortmund,81,84,81,81,€60M,31,FIFA 22,"Feb 10, 2022"
11324,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,33,FIFA 22,"Feb 10, 2022"
11325,GER-Bundesliga,Bayer 04 Leverkusen,79,81,79,77,€39M,29,FIFA 22,"Feb 10, 2022"
11326,GER-Bundesliga,Borussia Mönchengladbach,78,79,77,79,€25M,33,FIFA 22,"Feb 10, 2022"
11327,GER-Bundesliga,VfL Wolfsburg,78,75,78,77,€40M,29,FIFA 22,"Feb 10, 2022"
11328,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,32,FIFA 22,"Feb 10, 2022"
11329,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,32,FIFA 22,"Feb 10, 2022"
11330,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Feb 10, 2022"
11331,GER-Bundesliga,Hertha BSC,75,76,75,74,€60M,33,FIFA 22,"Feb 10, 2022"
11332,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,29,FIFA 22,"Feb 10, 2022"
11333,GER-Bundesliga,VfB Stuttgart,74,73,75,72,€20M,33,FIFA 22,"Feb 10, 2022"
11334,GER-Bundesliga,FC Augsburg,74,72,74,74,€9.5M,32,FIFA 22,"Feb 10, 2022"
11335,GER-Bundesliga,FSV Mainz 05,74,75,74,75,€9.2M,32,FIFA 22,"Feb 10, 2022"
11336,GER-Bundesliga,FC Union Berlin,73,74,73,73,€6.5M,27,FIFA 22,"Feb 10, 2022"
11337,GER-Bundesliga,DSC Arminia Bielefeld,72,71,72,72,€2.3M,27,FIFA 22,"Feb 10, 2022"
11338,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,29,FIFA 22,"Feb 10, 2022"
11339,GER-Bundesliga,SpVgg Greuther Fürth,71,71,70,71,€1.9M,29,FIFA 22,"Feb 10, 2022"
11340,GER-Bundesliga,FC Bayern München,84,92,84,82,€100M,30,FIFA 22,"Feb 14, 2022"
11341,GER-Bundesliga,Borussia Dortmund,81,84,81,81,€60M,31,FIFA 22,"Feb 14, 2022"
11342,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,33,FIFA 22,"Feb 14, 2022"
11343,GER-Bundesliga,Bayer 04 Leverkusen,79,81,79,77,€39M,29,FIFA 22,"Feb 14, 2022"
11344,GER-Bundesliga,Borussia Mönchengladbach,78,79,77,79,€25M,33,FIFA 22,"Feb 14, 2022"
11345,GER-Bundesliga,VfL Wolfsburg,78,75,78,77,€40M,29,FIFA 22,"Feb 14, 2022"
11346,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,32,FIFA 22,"Feb 14, 2022"
11347,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,32,FIFA 22,"Feb 14, 2022"
11348,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Feb 14, 2022"
11349,GER-Bundesliga,Hertha BSC,75,76,75,74,€60M,33,FIFA 22,"Feb 14, 2022"
11350,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,29,FIFA 22,"Feb 14, 2022"
11351,GER-Bundesliga,VfB Stuttgart,74,73,75,72,€20M,33,FIFA 22,"Feb 14, 2022"
11352,GER-Bundesliga,FC Augsburg,74,72,74,74,€9.5M,32,FIFA 22,"Feb 14, 2022"
11353,GER-Bundesliga,FSV Mainz 05,74,75,74,75,€9.2M,32,FIFA 22,"Feb 14, 2022"
11354,GER-Bundesliga,FC Union Berlin,73,74,73,73,€6.5M,27,FIFA 22,"Feb 14, 2022"
11355,GER-Bundesliga,DSC Arminia Bielefeld,72,71,72,72,€2.3M,27,FIFA 22,"Feb 14, 2022"
11356,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,29,FIFA 22,"Feb 14, 2022"
11357,GER-Bundesliga,SpVgg Greuther Fürth,71,71,70,71,€1.9M,29,FIFA 22,"Feb 14, 2022"
11358,GER-Bundesliga,FC Bayern München,84,92,84,82,€100M,30,FIFA 22,"Feb 18, 2022"
11359,GER-Bundesliga,Borussia Dortmund,81,84,81,81,€60M,31,FIFA 22,"Feb 18, 2022"
11360,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,33,FIFA 22,"Feb 18, 2022"
11361,GER-Bundesliga,Bayer 04 Leverkusen,79,81,80,77,€39M,29,FIFA 22,"Feb 18, 2022"
11362,GER-Bundesliga,Borussia Mönchengladbach,78,79,77,79,€25M,33,FIFA 22,"Feb 18, 2022"
11363,GER-Bundesliga,VfL Wolfsburg,78,75,78,77,€40M,29,FIFA 22,"Feb 18, 2022"
11364,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,32,FIFA 22,"Feb 18, 2022"
11365,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,32,FIFA 22,"Feb 18, 2022"
11366,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Feb 18, 2022"
11367,GER-Bundesliga,Hertha BSC,75,76,74,74,€60M,33,FIFA 22,"Feb 18, 2022"
11368,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,29,FIFA 22,"Feb 18, 2022"
11369,GER-Bundesliga,VfB Stuttgart,74,73,74,73,€20M,33,FIFA 22,"Feb 18, 2022"
11370,GER-Bundesliga,FC Augsburg,74,72,74,74,€9.5M,32,FIFA 22,"Feb 18, 2022"
11371,GER-Bundesliga,FSV Mainz 05,74,75,74,75,€9.2M,31,FIFA 22,"Feb 18, 2022"
11372,GER-Bundesliga,FC Union Berlin,73,74,73,73,€6.5M,27,FIFA 22,"Feb 18, 2022"
11373,GER-Bundesliga,DSC Arminia Bielefeld,72,71,72,72,€2.3M,26,FIFA 22,"Feb 18, 2022"
11374,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,29,FIFA 22,"Feb 18, 2022"
11375,GER-Bundesliga,SpVgg Greuther Fürth,71,71,70,71,€1.9M,29,FIFA 22,"Feb 18, 2022"
11376,GER-Bundesliga,FC Bayern München,84,92,84,82,€100M,30,FIFA 22,"Feb 22, 2022"
11377,GER-Bundesliga,Borussia Dortmund,81,84,81,81,€60M,31,FIFA 22,"Feb 22, 2022"
11378,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,33,FIFA 22,"Feb 22, 2022"
11379,GER-Bundesliga,Bayer 04 Leverkusen,79,81,80,77,€39M,29,FIFA 22,"Feb 22, 2022"
11380,GER-Bundesliga,Borussia Mönchengladbach,78,79,77,79,€25M,33,FIFA 22,"Feb 22, 2022"
11381,GER-Bundesliga,VfL Wolfsburg,78,75,78,77,€40M,29,FIFA 22,"Feb 22, 2022"
11382,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,32,FIFA 22,"Feb 22, 2022"
11383,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,32,FIFA 22,"Feb 22, 2022"
11384,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Feb 22, 2022"
11385,GER-Bundesliga,Hertha BSC,75,76,74,74,€60M,33,FIFA 22,"Feb 22, 2022"
11386,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,29,FIFA 22,"Feb 22, 2022"
11387,GER-Bundesliga,VfB Stuttgart,74,73,74,73,€20M,33,FIFA 22,"Feb 22, 2022"
11388,GER-Bundesliga,FC Augsburg,74,72,74,74,€9.5M,32,FIFA 22,"Feb 22, 2022"
11389,GER-Bundesliga,FSV Mainz 05,74,75,74,75,€9.2M,31,FIFA 22,"Feb 22, 2022"
11390,GER-Bundesliga,FC Union Berlin,73,74,73,73,€6.5M,27,FIFA 22,"Feb 22, 2022"
11391,GER-Bundesliga,DSC Arminia Bielefeld,72,71,72,72,€2.3M,26,FIFA 22,"Feb 22, 2022"
11392,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,29,FIFA 22,"Feb 22, 2022"
11393,GER-Bundesliga,SpVgg Greuther Fürth,71,71,70,71,€1.9M,29,FIFA 22,"Feb 22, 2022"
11394,GER-Bundesliga,FC Bayern München,84,92,84,82,€100M,30,FIFA 22,"Mar 1, 2022"
11395,GER-Bundesliga,Borussia Dortmund,81,84,81,81,€60M,31,FIFA 22,"Mar 1, 2022"
11396,GER-Bundesliga,RB Leipzig,80,80,81,78,€50M,33,FIFA 22,"Mar 1, 2022"
11397,GER-Bundesliga,Bayer 04 Leverkusen,79,81,80,77,€39M,29,FIFA 22,"Mar 1, 2022"
11398,GER-Bundesliga,Borussia Mönchengladbach,78,79,77,79,€25M,32,FIFA 22,"Mar 1, 2022"
11399,GER-Bundesliga,VfL Wolfsburg,78,75,78,77,€40M,29,FIFA 22,"Mar 1, 2022"
11400,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,32,FIFA 22,"Mar 1, 2022"
11401,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,33,FIFA 22,"Mar 1, 2022"
11402,GER-Bundesliga,SC Freiburg,75,73,74,75,€10.5M,26,FIFA 22,"Mar 1, 2022"
11403,GER-Bundesliga,Hertha BSC,75,76,74,74,€60M,33,FIFA 22,"Mar 1, 2022"
11404,GER-Bundesliga,FC Köln,74,75,75,73,€12.5M,29,FIFA 22,"Mar 1, 2022"
11405,GER-Bundesliga,VfB Stuttgart,74,73,74,73,€20M,33,FIFA 22,"Mar 1, 2022"
11406,GER-Bundesliga,FC Augsburg,74,72,74,74,€9.5M,32,FIFA 22,"Mar 1, 2022"
11407,GER-Bundesliga,FSV Mainz 05,74,74,74,75,€9.2M,31,FIFA 22,"Mar 1, 2022"
11408,GER-Bundesliga,FC Union Berlin,73,74,73,73,€6.5M,27,FIFA 22,"Mar 1, 2022"
11409,GER-Bundesliga,DSC Arminia Bielefeld,72,71,72,72,€2.3M,26,FIFA 22,"Mar 1, 2022"
11410,GER-Bundesliga,VfL Bochum 1848,72,70,71,72,€3.3M,29,FIFA 22,"Mar 1, 2022"
11411,GER-Bundesliga,SpVgg Greuther Fürth,71,71,70,71,€1.9M,29,FIFA 22,"Mar 1, 2022"
11412,GER-Bundesliga,FC Bayern München,84,92,84,82,€100M,31,FIFA 22,"Mar 7, 2022"
11413,GER-Bundesliga,Borussia Dortmund,81,84,81,81,€60M,31,FIFA 22,"Mar 7, 2022"
11414,GER-Bundesliga,RB Leipzig,80,80,81,79,€50M,33,FIFA 22,"Mar 7, 2022"
11415,GER-Bundesliga,Bayer 04 Leverkusen,79,81,79,78,€39M,29,FIFA 22,"Mar 7, 2022"
11416,GER-Bundesliga,Borussia Mönchengladbach,78,78,77,79,€25M,32,FIFA 22,"Mar 7, 2022"
11417,GER-Bundesliga,Eintracht Frankfurt,77,76,77,77,€25M,32,FIFA 22,"Mar 7, 2022"
11418,GER-Bundesliga,TSG Hoffenheim,77,77,77,76,€28M,33,FIFA 22,"Mar 7, 2022"
